activityid,facultyid,userid,fields__activity_type,fields__actual_projected_year_of_publication_presentation,fields__author,fields__author_editor_of_larger_work,fields__author_s,fields__author_s_editor_s,fields__book_title,fields__chapter_title,fields__co_contributor,fields__co_contributor_s,fields__conference_location,fields__conference_meeting_name,fields__contributor,fields__contributor_s,fields__copyright_patent_number_id,fields__date,fields__date_or_date_range,fields__date_published,fields__description_abstract,fields__doi,fields__edition,fields__if_patent_cooperation_treaty_list_nations,fields__if_patent_has_been_assigned_to_whom,fields__if_patent_has_been_licensed_to_whom,fields__inventor_s,fields__isbn,fields__isbn_issn,fields__isbn_issn_asin,fields__isbn_issn_asin_number,fields__issn,fields__issn_isbn,fields__issue,fields__issue_number,fields__issue_number_edition,fields__journal,fields__location_of_publisher_city_state_country,fields__month,fields__month_season,fields__name_of_conference,fields__name_of_performing_group,fields__name_of_venue,fields__name_of_venue_sponsor,fields__organization_if_applicable,fields__origin,fields__outlet_if_applicable,fields__page_number_or_number_of_pages,fields__page_numbers,fields__page_numbers_of_number_of_pages,fields__page_numbers_or_number_of_pages,fields__patent_nationality,fields__presenter_s,fields__publisher,fields__publisher_location,fields__pubmed_central_id_number,fields__sponsoring_organization,fields__title,fields__title_of_contribution,fields__title_of_contribution_if_applicable,fields__title_of_intellectual_property,fields__title_of_larger_work,fields__title_of_larger_work_if_applicable,fields__title_of_presentation,fields__title_of_review,fields__title_of_work,fields__type,fields__url,fields__venue_sponsor_location_city_state_country,fields__volume,fields__web_address,fields__work_exhibit_title,attachments,status,authors
45371,114133204,114133204,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,,,,,BibTeX,,,,,,,,,,,,,Solar spectral filtration using nanoparticles for photovoltaic cells,,,,,,,,Proceeding,,,251,,,[],"[{""id"": 45371, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2016, ""termid"": ""2016/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Muni, M.', 'Tunkara, E.', 'DeJarnette, D.', 'Saunders, A.', 'Roberts, K.', 'Otanicar, T.']"
45374,114133204,114133204,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,AIP Conference Proceedings,,,,,BibTeX,,,,,,,,,,,,,Parabolic trough powerplants nearing PPA end: Retrofit or replace?,,,,,,,,Proceeding,,,2033,,,[],"[{""id"": 45374, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2018, ""termid"": ""2018/01"", ""listingorder"": 6, ""completionorder"": 6}]","['O’Hern, H.', 'Orosz, M.', 'Otanicar, T.']"
45375,114133204,114133204,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,AIP Conference Proceedings,,,,,BibTeX,,,,,,,,,,,,,Thermodynamic analysis of hybrid humidification-dehumidification (HDH)-reverse osmosis (RO) desalination system powered by concentrating photovoltaic/thermal solar collector,,,,,,,,Proceeding,,,2033,,,[],"[{""id"": 45375, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2018, ""termid"": ""2018/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Otanicar, T.', 'Qu, W.']"
45376,114133204,114133204,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,AIP Conference Proceedings,,,,,BibTeX,,,,,,,,,,,,,Nanoparticle based concentrating photovoltaic/thermal hybrid collector,,,,,,,,Proceeding,,,2033,,,[],"[{""id"": 45376, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2018, ""termid"": ""2018/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Dale, J.', 'Otanicar, T.']"
45377,114133204,114133204,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2018 IEEE 7th World Conference on Photovoltaic Energy Conversion (WCPEC)(A Joint Conference of 45th IEEE PVSC, 28th PVSEC & 34th EU PVSEC)",,,,,BibTeX,,,,,,,,,,,,,Design and Analysis of a CPV Retrofit for Parabolic Trough Powerplants,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45377, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2018, ""termid"": ""2018/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Wingert, R.', 'Otanicar, T.', 'Orosz, M.', 'Yetter, K.', 'McPheeters, C.', 'Sharps, P.']"
45379,114133204,114133204,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Heat Transfer Conference Digital Library,,,,,BibTeX,,,,,,,,,,,,,PHASE SEPARATION ENHANCED HEAT TRANSFER VIA THE OUZO DROP,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45379, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2018, ""termid"": ""2018/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Otanicar, T.', 'Rosengarten, G.', 'Zhang, X.']"
45380,114133204,114133204,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Heat Transfer Conference Digital Library,,,,,BibTeX,,,,,,,,,,,,,HYBRID SOLAR ENERGY/DESALINATION USING SPECTRALLY SELECTIVE MEMBRANE DISTILLATION,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45380, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2018, ""termid"": ""2018/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Kinzer, B.', 'Smith, K.', 'Otanicar, T.']"
45382,114133204,114133204,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTFE Digital Library,,,,,BibTeX,,,,,,,,,,,,,A NUMERICAL MODELING OF NATURAL CONVECTION AIR COOLING OF A BUTT-FUSION WELD,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45382, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Norman, D.', 'Otanicar, T.', 'Crunkleton, D. W.', 'Hawkins, A.']"
45386,114133204,114133204,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,AIP Conference Proceedings,,,,,BibTeX,,,,,,,,,,,,,Retrosol: Experimental testing of a hybrid CPV retrofit for existing parabolic trough powerplants,,,,,,,,Proceeding,,,2126,,,[],"[{""id"": 45386, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Wingert, R.', 'O’Hern, H.', 'Orosz, M.', 'Otanicar, T.']"
45487,111615748,111615748,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2019,International Conference on Document Analysis and Recognition (ICDAR 2019),,,,,Manual,,,,,,,,IEEE,,,,,Segmentation-Free Bangla Offline Handwriting Recognition using Sequential Detection of Characters and Diacritics with a Faster R-CNN,,,,,,,,Proceeding,,,,,,"[{""attachmentid"": 17906, ""mimetype"": ""application/pdf"", ""filename"": ""ICDAR2019-published.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeXo2REJlMGYvK25yRUppTWhwNGYycUhUSVArcUExMVJhbkhXUWYra05idkNJQWxSeDlqMzFiYXIxWlVOdHlrL2lvZ1M0a3RpejFWUT0%3D"", ""filesize"": 1573372}]","[{""id"": 45487, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Majid, N.', 'Barney Smith, E. H.']"
45488,111615748,111615748,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2019,Workshop on Camera-Based Document Analysis and Recognition (CBDAR 2019),,,,,Manual,,,,,,,,IEEE,,,,,Performance Comparison of Scanner and Camera-Acquired Data for Bangla Offline Handwriting Recognition,,,,,,,,Proceeding,,,,,,"[{""attachmentid"": 17907, ""mimetype"": ""application/pdf"", ""filename"": ""CBDAR-published.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeXo2REJlMGYvK25yRUppTWhwNGYycUtISTAyaEpCaGhYb24zNUVBYlE5aFdhK2NQMVl2OUR2SzZGZ0VtWmlNeS8%3D"", ""filesize"": 1573372}]","[{""id"": 45488, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Majid, N.', 'Barney Smith, E. H.']"
45543,111615748,111615748,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,September 2019,International Conference on Document Analysis and Recognition (ICDAR 2019),,,,,Manual,,,,,,,,IEEE,,,,,ICDAR 2019 Time-Quality Binarization Competition,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45543, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Lins, R. D.', 'Kavallieratou, E.', 'Barney Smith, E. H.']"
45566,112031768,112031768,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fall 2019,4th Conference on Microfluidic Handling Systems ‘MFHS 2019’,,,,,Manual,,,2,,,,,,,,,,A contact-free micropump for fluid transport against high backpressure,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45566, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Smith, A.', 'Odejans, D.', 'Loetters, J.', 'Mullner, P.']"
45567,112031768,112031768,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6th International Conference on Ferromagnetic Shape Memory Alloys ‘ICFSMA 2019’,,,,,Manual,,,,,,,,,,,,,Study of phase transformation temperatures of Ni-Mn-Ga-Fe-Cu,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45567, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Nilsen, F.', 'Armstrong, A.', 'Rames, M.', 'Colman, R.', 'Kmjec, T.', 'Straka, L.', 'Mullner, P.', 'Heczko, O.']"
45568,112031768,112031768,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6th International Conference on Ferromagnetic Shape Memory Alloys ‘ICFSMA 2019’,,,,,Manual,,,,,,,,,,,,,The mechanism of formation of Type II twins in Ni2MnGa,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45568, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Pond, R.', 'Karki, B.', 'Mullner, P.']"
45569,112031768,112031768,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6th International Conference on Ferromagnetic Shape Memory Alloys ‘ICFSMA 2019’,,,,,Manual,,,,,,,,,,,,,A simple method to characterize twin boundary kinetics in Ni-Mn-Ga,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45569, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Karki, B.', 'Bachar, Y.', 'Harel, I.', 'Caplan, E.', 'Sabbag, A.', 'Shilo, D.', 'Mullner, P.', 'Faran, E.']"
45570,112031768,112031768,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6th International Conference on Ferromagnetic Shape Memory Alloys ‘ICFSMA 2019’,,,,,Manual,,,,,,,,,,,,,Energies of magnetic domains in twinned Ni-Mn-Ga,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45570, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Veligatla, M.', 'Garcia-Cervera, C. J.', 'Mullner, P.']"
45571,112031768,112031768,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6th International Conference on Ferromagnetic Shape Memory Alloys ‘ICFSMA 2019’,,,,,Manual,,,,,,,,,,,,,Wide structural and magnetic successive transitions and related magnetocaloric properties in a directionally solidified polycrystalline Ni-Co-Mn-In alloy,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45571, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Chen, F.', 'Sanches Llamazares, J. L.', 'Sanches-Valdes, C. F.', 'Mullner, P.', 'Tong, Y. X.', 'Li, L.']"
45572,112031768,112031768,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6th International Conference on Ferromagnetic Shape Memory Alloys ‘ICFSMA 2019’,,,,,Manual,,,,,,,,,,,,,Stress-induced martensite and mechano-magnetic energy conversion of Co-Ni-Ga,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45572, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Lindquist, P.', 'Chernenko, V.', 'Cesari, E.', 'Mullner, P.']"
45573,112031768,112031768,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6th International Conference on Ferromagnetic Shape Memory Alloys ‘ICFSMA 2019’,,,,,Manual,,,,,,,,,,,,,Type I and Type II twinning shear stress of Ni-Mn-Ga,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45573, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Mullner, P.']"
45574,112031768,112031768,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6th International Conference on Ferromagnetic Shape Memory Alloys ‘ICFSMA 2019’,,,,,Manual,,,,,,,,,,,,,Effects of iron and copper on the martensitic transformation of Ni-Mn-Ga,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45574, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Armstrong, A.', 'Nilsen, F.', 'Rames, M.', 'Kmjec, T.', 'Straka, L.', 'Heczko, O.', 'Mullner, P.']"
45575,112031768,112031768,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56th Annual Technical Meeting of the Society of Engineering Science (SES2019),,,,,Manual,,,,,,,,,,,,,Magnetic Shape Memory – An Engineering Paradigm,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45575, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Mullner, P.']"
45633,113017246,113017246,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,June,"J. Kay & R. Luckin (Eds.), Rethinking Learning in the Digital Age: Making the Learning Sciences.13th International Conference of the Learning  Sciences (ICLS) 2018,  Volume 3",,,,,Manual,,,,,,,,"London, UK: International Society of the Learning Sciences.",,,,,Mapping student reasoning in support of mathematics teacher candidate digital learning,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45633, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2018, ""termid"": ""2018/01"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 45633, ""status"": ""Accepted"", ""term"": ""Summer"", ""year"": 2017, ""termid"": ""2017/01"", ""listingorder"": 4, ""completionorder"": 4}]","['Cavey, L. O.', 'Carney, M.', 'Totorica, T.', 'Lowenthal, P. R.', 'Libberton, J.']"
45681,114048777,114048777,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proceedings of the 31st International Conference on Scientific and Statistical Database Management, SSDBM 2019, Santa Cruz, CA, USA, July 23-25, 2019",,,,,BibTeX,,,,,,,,,,,,,"SQUID: A Scalable System for Querying, Updating and Indexing Dynamic Graph Databases",,,,,,,,Proceeding,,,,,,[],"[{""id"": 45681, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Kansal, A.', 'Spezzano, F.']"
45682,114048777,114048777,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Web Conference 2019 - Workshops Track,,,,,Manual,,,,,,,,,,,,,3rd Women in Web Data Science (WinDS) Workshop Chairs' Welcome,,,,,,,,Proceeding,,,,https://www2018.thewebconf.org/program/workshops-track/,,[],"[{""id"": 45682, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2019, ""termid"": ""2018/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Appel, A. P.', 'Vasconcelos, M.', 'Spezzano, F.', 'Gonçalves, C. T.']"
45684,114048777,114048777,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proceedings of the 2019 International Symposium on Network Enabled Health Informatics, Biomedicine, and Bioinformatics (HI-BI-BI), in conjunction with ASONAM 2019",,,,,Manual,,,,,,,,,,,,,Detecting Depressed Users in Online Forums,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45684, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Shrestha, A.', 'Spezzano, F.']"
45685,114048777,114048777,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Proceedings of the 2019 International Symposium on Foundations of Open Source Intelligence and Security Informatics (FOSINT-SI), in conjunction with ASONAM 2019",,,,,Manual,,,,,,,,,,,,,Online Misinformation: From the Deceiver to the Victim,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45685, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Shrestha, A.', 'Spezzano, F.']"
45749,114086454,114086454,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Finance Association,,,,,Manual,,,,,,,,Southern Finance Association,,,,,Hidden Orders and Frictions in Information Flow,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45749, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Egginton, J. F.', 'McBrayer, G.', 'Watson, E.']"
45815,111240873,111240873,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Association for Educational Communications and Technology (2019),,,,,Manual,,,,,,,,,,,,, A comprehensive review of educational data mining: Implications for current and future research,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45815, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Du, X.', 'Yang, Y.', 'Hung, J. L.', 'Shelton, B. E.']"
45864,112145571,112145571,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,1097-9751,,,,,,6,,,,,October,American Society of Exercise Physiologists National Meeting 2019,,,,,Manual,,,13-14,,,,,ASEP,Louisiana,,,,Using the power clean to stress and train anaerobic metabolism.,,,,,,,,Proceeding,,,22,,,"[{""attachmentid"": 18125, ""mimetype"": ""application/pdf"", ""filename"": ""Simonson et al, 2019 Oly Lactate JEPonlineNOVEMBER2019.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeUhJRXRBWEhMK1hsdWRPVW44anAxeUZ1eXlETHV5T0MrVTRyRnR2SlJpcFp1Q0xnOXovQjJCWGJBWmVMTlByT3lXajgrM1cwZ0hpT0hNR1B6UlNLbWQvMGo4anMrek1GYlhCcjV0a3FSbVpRcUliK0F3cjlUdEE9PQ%3D%3D"", ""filesize"": 138645}]","[{""id"": 45864, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Simonson, S. R.', 'Pope, Z. C.', 'Date, A.']"
45922,114133843,114133843,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,October 2019,International Conference on the Design of Communication,,,,,Manual,,,2,,,,,ACM,,,,,Breaking the exclusionary boundary between user experience and access,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45922, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Huntsman, S.', 'Palmer, Z. B.', 'Oswal, S. K.']"
45942,111698666,111698666,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov. 2019,Nurse Leaders of Idaho LEAP Conference 2019,,,,,Manual,,,,,,,,,,,,,Policy Mentorship: Leadership to Cultivate Nurse Policy Expertise,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45942, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Ahten, S.', 'Gehrke, P. M.', 'Serratt, T.']"
45943,111698666,111698666,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aug. 2019,"Doctors of Nursing Practice Conference (DNP, Inc.)",,,,,Manual,,,,,,,,,,,,,Policy Mentors and a Policy       Process Framework: Two Strategies for Developing Effective DNP-Prepared Leaders,,,,,,,,Proceeding,,,,,,[],"[{""id"": 45943, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Serratt, T.', 'Gehrke, P. M.', 'Ahten, S.']"
45964,111643741,111643741,,,,,,,,,,,,,,,,,,,"We have discovered that when a fragment of the protein ApoE4 (apolipoprotein E-epison-4) is applied to
cultured human neurons, a protein named TDP-43 (transactive response DNA binding protein 43 kDa) is
modified (a phosphate group is added to it) and moves from the nucleus to the cytoplasm (the main region
of the neuron, that surrounds the nucleus). This effect is associated with a toxic effect of the ApoE4 fragment
on the neurons. This is important because ApoE4 and TDP-43 have previously been implicated in dementia
resulting from Alzheimer’s Disease, Parkinson’s Disease, stroke, AIDs, and traumatic brain injury, but the
details of how these proteins participate in the death of brain neurons is not understood. We are performing
preclinical research in neuroscience and we are presenting our research on this subject for the first time.
Our findings suggest that ApoE4 and TDP-43 are involved in a common pathway that leads to loss of the
neurons in the brain leading to defects in memory and cognition (thinking properly). Our work is novel and
has the potential to link recent observations by other researchers into a framework for better understanding
neurodegenerative diseases and brain injury. ApoE is a protein previously implicated in transporting
cholesterol and other substances to the tissues and organs. Every person has two copies of the ApoE gene
(one copy is inherited from each parent) but the copies may not be identical as there are 3 different types
of ApoE (named ApoE2, ApoE3, and ApoE4). ApoE3 is most common and most people have two copies
of the ApoE3 gene. Unfortunately, people that inherit the ApoE4 gene are more likely to develop dementia
from Alzheimer’s Disease or from other causes, than people with ApoE3. Previous research has shown
that ApoE4 is cut into fragments within the brain, and one fragment of ApoE4 is toxic to neurons, but the
mechanism of toxicity has not been established. Modification and movement of TDP-43 to the cytoplasm
was first implicated in loss of muscle control in Amyotrophic Lateral Sclerosis (ALS). However, recent
results show that TDP-43 is also modified and cytoplasmic in brain sections, obtained post-mortem, from
people with dementia, and the extent of TDP-43 modification correlates with the severity of the dementia.
Our experiments use human neurons produced from stem cells that are derived from skin cells (human
embryos are not used to produce the stem cells). We culture the neurons in clear plastic dishes (up to 384
wells per dish) and we quantify the results by photographing the neurons with digital cameras attached to
robotic microscopes. About 5 million people in the USA have dementia and these numbers will rise in the
future as the population grows and people live longer. There is no known cure and the burden to society is
enormous (about $277 billion per year is spent in the USA to take care of people with dementia as reported
by CBS news). Our methods can be used to test thousands of drug candidates per week, and will accelerate
the discovery of new medicines for dementia.",,,,,,,,,,,,,,,,,,,,Society for Neuroscience,,,,,Manual,,,,,,,,,,,,,PHOSPHORYLATION AND CYTOPLASMIC TRANSLOCATION OF TDP-43 IN RESPONSE TO A NEUROTOXIC FRAGMENT OF APOLIPOPROTEIN E4 (APOE4): A MECHANISM THAT MAY UNDERLIE LOSS OF COGNITION IN ALZHEIMER’S DISEASE AND ALZHEIMER’S DISEASE RELATED DEMENTIAS (ADRD),,,,,,,,Proceeding,,,,,,[],"[{""id"": 45964, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 45964, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2023, ""termid"": ""2022/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 45964, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 45964, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 45964, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Rohn, T. T.']"
46018,114132815,114132815,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan. 2020,Southern Political Science Association,,,,,Manual,,,,,,,,,,,,,In the Interests of Millennials? Exploring Generational Representation in U.S. State Legislatures,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46018, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 2, ""completionorder"": 2}]","['Hunt, C. R.', 'Rouse, S.', 'Barth, J.']"
46019,114132815,114132815,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov. 2019,Pacific Northwest Political Science Association,,,,,Manual,,,,,,,,,,,,,Local Roots in Historical Perspective,,,,,,,,Proceeding,,,,,,[],"[{""id"": 46019, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 46019, ""status"": ""In Progress"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 1, ""completionorder"": 1}]","['Hunt, C. R.']"
46020,114132815,114132815,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep. 2021,American Political Science Association,,,,,Manual,,,,,,,,,,,,,"Legislators, Local Roots, and Communication Styles in the U.S. House",,,,,,,,Proceeding,,,,,,[],"[{""id"": 46020, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 46020, ""status"": ""In Progress"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 1, ""completionorder"": 1}, {""id"": 46020, ""status"": ""In Progress"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 1, ""completionorder"": 1}]","['Hunt, C. R.']"
