activityid,facultyid,userid,fields__activity_type,fields__actual_projected_year_of_publication_presentation,fields__author,fields__author_editor_of_larger_work,fields__author_s,fields__author_s_editor_s,fields__book_title,fields__chapter_title,fields__co_contributor,fields__co_contributor_s,fields__conference_location,fields__conference_meeting_name,fields__contributor,fields__contributor_s,fields__copyright_patent_number_id,fields__date,fields__date_or_date_range,fields__date_published,fields__description_abstract,fields__doi,fields__edition,fields__if_patent_cooperation_treaty_list_nations,fields__if_patent_has_been_assigned_to_whom,fields__if_patent_has_been_licensed_to_whom,fields__inventor_s,fields__isbn,fields__isbn_issn,fields__isbn_issn_asin,fields__isbn_issn_asin_number,fields__issn,fields__issn_isbn,fields__issue,fields__issue_number,fields__issue_number_edition,fields__journal,fields__location_of_publisher_city_state_country,fields__month,fields__month_season,fields__name_of_conference,fields__name_of_performing_group,fields__name_of_venue,fields__name_of_venue_sponsor,fields__organization_if_applicable,fields__origin,fields__outlet_if_applicable,fields__page_number_or_number_of_pages,fields__page_numbers,fields__page_numbers_of_number_of_pages,fields__page_numbers_or_number_of_pages,fields__patent_nationality,fields__presenter_s,fields__publisher,fields__publisher_location,fields__pubmed_central_id_number,fields__sponsoring_organization,fields__title,fields__title_of_contribution,fields__title_of_contribution_if_applicable,fields__title_of_intellectual_property,fields__title_of_larger_work,fields__title_of_larger_work_if_applicable,fields__title_of_presentation,fields__title_of_review,fields__title_of_work,fields__type,fields__url,fields__venue_sponsor_location_city_state_country,fields__volume,fields__web_address,fields__work_exhibit_title,attachments,status,authors
40696,113162964,113162964,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,"John Wiley & Sons, Inc.",,,,"Materials and Processes for CO2 Capture, Conversion and Sequestration",,,,,,,,,Book,,,,,,[],"[{""id"": 40696, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Li, L. (.', 'Wong-Ng, W.', 'Huang, K.', 'Cook, L.']"
40698,113162964,113162964,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Open Access Journal Crystals,,,,Metal-Organic Frameworks (MOFs): Energy and Informatics,,,,,,,,,Book,,,,,,[],"[{""id"": 40698, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2015, ""termid"": ""2015/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Li, L. (.', 'Bartolo, L.']"
40699,113162964,113162964,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,American Chemical Society,,,,"Polymer Composites for Energy Harvesting, Conversion and Storage",,,,,,,,,Book,,,,,,[],"[{""id"": 40699, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2014, ""termid"": ""2014/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Li, L. (.', 'Wong-Ng, W.', 'Jarp, J.']"
40937,111643642,111643642,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,1878802453,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Ashbrook ,Ashland OH,,,Reconstruction: Core Documents ,,,,,,,,,Book,,,,https://www.amazon.com/Reconstruction-Core-Documents-Scott-Yenor/dp/1878802453/ref=tmm_pap_swatch_0?_encoding=UTF8&qid=&sr=,,[],"[{""id"": 40937, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2018, ""termid"": ""2018/01"", ""listingorder"": 6, ""completionorder"": 6}]","['Yenor, S. E.']"
41253,111110261,111110261,,2019.0,,,,,,,,,,,,,,,,,,,1st,,,,,not yet assigned,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Ian Randle,Miami,,,The Holocene Prehistory of Guyana,,,,,,,,,Book,,,,,,[],"[{""id"": 41253, ""status"": ""Accepted"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 4, ""completionorder"": 4}]","['Plew, M. G.', 'Daggers, L. B.']"
41254,111110261,111110261,,2019.0,,,,,,,,,,,,,,,,,,,1st,,,,,not yet available,,,,,,,,,,,,,,,,,,Manual,,,,,,,,University of Guyana,Georgetown,,,The Prehistoric Rock Art of Guyana,,,,,,,,,Book,,,,,,[],"[{""id"": 41254, ""status"": ""In Progress"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 1, ""completionorder"": 1}]","['Plew, M. G.', 'Daggers, L. B.', 'Pereria, G.']"
41367,111110214,111110214,,2016.0,,,,,,,,,,,,,,,,,,,3rd,,,,,978-942456-04-9,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Birkdale,"San Diego, CA",,,The Politics of Intergovernmental Relations,,,,,,,,,Book,,,,,,[],"[{""id"": 41367, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Fredericksen, E. D.', 'Witt, S. L.', 'Nice, D.']"
41390,111301723,111301723,,2018.0,,,,,,,,,,,,,,,,,"Collection of 10 short stories, 9 or which were previously published and the remaining 1 accepted for publication as the book went to press. Several of the stories have won awards.",,,,,,,978-1948218009,,,,,,,,,,,,,,,,,,Manual,,,,,,,,BCC Press,"Salt Lake City, UT",,,Revolver (Stories),,,,,,,,,Book,,,,,,[],"[{""id"": 41390, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2018, ""termid"": ""2017/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Naylor, H.']"
41474,114043970,114043970,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Sage,,,,Criminology: The Essentials 4th Ed.,,,,,,,,,Book,,,,,,[],"[{""id"": 41474, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 41474, ""status"": ""In Progress"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 1, ""completionorder"": 1}]","['Jorgensen, C.', 'Walsh, A.']"
41651,111669892,111669892,,2020.0,,,,,,,,,,,,,,,,,,,2nd,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Human Kinetics,"Champaign, IL",,,Introduction to Teaching Physical Education,,,,,,,,,Book,,,,,,[],"[{""id"": 41651, ""status"": ""Completed/Published"", ""term"": ""Summer"", ""year"": 2019, ""termid"": ""2019/01"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 41651, ""status"": ""In Press"", ""term"": ""Spring"", ""year"": 2019, ""termid"": ""2018/03"", ""listingorder"": 5, ""completionorder"": 5}]","['Shimon, J. M.']"
41734,111110006,111110006,,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,,,,,Lady in Red on a Gray Background (Miguel Delibes)(novel translation),,,,,,,,,Book,,,,,,"[{""attachmentid"": 51229, ""mimetype"": ""application/pdf"", ""filename"": ""2023-01-19 Boucher publication acceptance Juan de la Cuesta Monographs.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeVNhTzlHZUsyQUszd1FzTmdaOXQ4QlM4MGxBbFpoQmNPQk42RkJpbjRJQ3B2ekZVN0c1TDgrUW1jZU0zcG9Za1loWStvYjg1OXYxanFmM3R1M0ltVlQyVkdDdkY1WVIvTTdaSnB5aURwWTgrd0VBTEUyUEhnWmUrUERhOUpaQ2JUb0lhMlhwVENLL0k9"", ""filesize"": 147154}, {""attachmentid"": 51230, ""mimetype"": ""application/pdf"", ""filename"": ""2023-01-24Boucher Copyright CarmenBalcells Literary Agency.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeVNhTzlHZUsyQUszd1FzTmdaOXQ4QlgwZEpxNnBoR01mQk42RkJpbjRJQ3Fobml6Z21HK2lvN0RTZUZHMVdHK2xNeEpZL3FUUUVLTFpXYzB1bVgyTGlUUVp2ZU1DQ1hrVVY0cWhrTG9oUWZiNjBDNEFUdVliZ1E9PQ%3D%3D"", ""filesize"": 191246}, {""attachmentid"": 51231, ""mimetype"": ""application/pdf"", ""filename"": ""2023-05-17Boucher CarmenBalcells Literary Agency.pdf"", ""downloadurl"": ""https://faculty180.interfolio.com/public/download.php?key=SDRwNCtxSUpsamxBQ213WS9ucHFuOXdEckhSTndUMEU1ZEl3S1FYNlk1UTRFRytxRHVPV3RGeEM1UlkwREhVeVNhTzlHZUsyQUszd1FzTmdaOXQ4QmZMdllhK0Yya2dXOGZOVlJrRmpKRWdjMVhPTlBOMVVDVE1taFI4Zng3QUZLM2ozMGJNeGlwZ2V4R3BoSDZpTW1td3AyZVFyUmxtREtpRy9nTUsvVTdRPQ%3D%3D"", ""filesize"": 240704}]","[{""id"": 41734, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 41734, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2023, ""termid"": ""2022/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 41734, ""status"": ""In Progress"", ""term"": ""Fall"", ""year"": 2022, ""termid"": ""2022/02"", ""listingorder"": 1, ""completionorder"": 1}, {""id"": 41734, ""status"": ""In Progress"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 1, ""completionorder"": 1}, {""id"": 41734, ""status"": ""In Progress"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 1, ""completionorder"": 1}, {""id"": 41734, ""status"": ""In Progress"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 1, ""completionorder"": 1}, {""id"": 41734, ""status"": ""In Progress"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 1, ""completionorder"": 1}]","['Boucher, T. C.']"
41759,111706620,111706620,,2019.0,,,,,,,,,,,,,,,,,"This book provides an overview of inquiry as cognitive apprenticeship and assists teachers to use this model in all subject areas, grades 6-12",,First,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Corwin,"Thousand Oaks, CA:",,,"Planning Powerful Instruction: 7 Must Make Moves to Transform How We Teach - and How Students Learn, Grades 6-12 ",,,,,,,,,Book,,,,,,[],"[{""id"": 41759, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 41759, ""status"": ""In Press"", ""term"": ""Spring"", ""year"": 2019, ""termid"": ""2018/03"", ""listingorder"": 5, ""completionorder"": 5}]","['Wilhelm, J. D.', 'Bear, R.', 'Fachler, A.']"
41761,111706620,111706620,,2018.0,,,,,,,,,,,,,,,,,"These are textbooks for school aged students to help them develop expertise as readers, writers and researchers.",,1,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,American Reading Company,"King of Prussia, PA",,,"Genre Labs, 3-5, 6-8; and Research Labs, 3-5, 6-8. ",,,,,,,,,Book,,,,,,[],"[{""id"": 41761, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2018, ""termid"": ""2017/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Wilhelm, J. D.']"
42024,111640423,111640423,,2018.0,,,,,,,,,,,,,,,,,"Substantial progress has been made in many IAEA Member States in the development of small modular reactors (SMRs) as a potential option to enhance energy supply security in both developed and developing countries. In synergy with other available alternatives, SMRs can be considered as a future flexible energy source for generating electricity and industrial process
heat, particularly for countries and/or sites for which large nuclear power plants would not be viable.

This publication provides IAEA Member States with a methodology to evaluate indicators for deploying SMRs in a national energy portfolio by analysing the key factors. It elaborates the specific attributes of SMRs and evaluates their deployment potential from the viewpoints of energy demand, finance and economics, infrastructure, climate change and energy security in an energy portfolio. The publication also uses case studies to illustrate the types of conditions that are potentially favourable to using an SMR.

This publication aims at giving Member States an enhanced capacity to apply a simplified process for country level self-assessment, with the flexibility to adapt to country specific needs. However, rather than attempting to determine or suggest whether SMRs should be adopted by a country, it provides a starting point for Member.",,1854,,,,,978-92-0-105718-1,,,,,,,,,,,,,,,,,,Manual,,,,,,,,International Atomic Energy Agency ,Vienna,,,Deployment Indicators for Small Modular Reactors,,,,,,,,,Book,,,IAEA-TECHDOC,,,[],"[{""id"": 42024, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Black, G. A.', 'Amirable, L.', 'Shropshire, D.', 'Solan, D.']"
42050,111112597,111112597,,2019.0,,,,,,,,,,,,,,,,,"The workbook Learning Through Practice: Doing Statistics was written to get students to do and write with data driven questions for students to practice statistical methods and write explanations of statistical concepts. Questions emphasize choosing appropriate procedures, executing correct methodology using software (primarily R) or formulas for simple inferences, and writing interpretations of results. Students develop their understanding of relationships between variables through simple linear regression with inference for slope, chi-square tests and ANOVA. Sections include questions that encourage students to
1) reason critically, including understanding the limitations of the procedures,
2) reflect on when and why procedures are used, 
3) develop multivariate thinking and
4) discuss concepts in groups. 
Used in an algebra-based statistical methods course, this workbook is written for students who have had no prior statistics course with the goal of preparing them for a second course in statistics or research methods in the sciences.
",,1.5,,,,,"ISBN-13 978-1-61740-711-6, ISBN-10 1-61740-711-9",,,,,,,,,,,,,,,,,,Manual,,,,,,,,Van Griner Learning,"Cincinatti, OH",,,"Learning Through Practice: Doing Statistics, First edition",,,,,,,,,Book,,,,,,[],"[{""id"": 42050, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Johnson, K. E.']"
42051,111112597,111112597,,2020.0,,,,,,,,,,,,,,,,,"The workbook Learning Through Practice: Statistical Reasoning was written to get students to do and write emphasizing understanding and interpretation of raw results of data analysis, journal abstracts, and scientific results reported in general media. In order to develop understanding of hypothesis testing and confidence intervals, data-based questions provide require students to choose and construct appropriate graphs, perform inferential procedures, and interpret results using both correct statistical terminology and plain language. Later sections include software output (primarily R and excel) from multivariate data sets showing the results of linear regression analysis, chi-square tests and ANOVA with questions that ask students to write appropriate hypotheses and interpret results.  Sections include questions requiring students to
1) apply their understanding to interpret results in new contexts, including research articles,
2) write explanations of statistical concepts,
3) reason critically, including understanding the limitations of the procedures and 
4) discuss concepts in groups. 
Used in an algebra-based statistical reasoning course, this workbook is written for students who have had no prior statistics course with the goal of preparing them to understand and apply the results of research and data analysis in a variety of subsequent courses.
",,1,,,,,"ISBN-13 978-1-61740-712-3, ISBN-10 1-61740-712-7",,,,,,,,,,,,,,,,,,Manual,,,,,,,,Van Griner Learning,"Cincinatti, OH",,,"Learning Through Practice: Statistical Reasoning, First edition",,,,,,,,,Book,,,,,,[],"[{""id"": 42051, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2019, ""termid"": ""2018/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Johnson, K. E.']"
42206,112182213,112182213,,2017.0,,,,,,,,,,,,,,,,,,,1,,,,,978-1-4548-5096-0,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Wolters Kluwer,"Frederick, MD",,,Victimology: Crime Victimization and Victim Services,,,,,,,,,Book,,,,,,[],"[{""id"": 42206, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2016, ""termid"": ""2016/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Growette Bostaph, L. M.', 'Swerin, D.']"
42223,111706620,111706620,,2021.0,,,,,,,,,,,,,,,,,"This book proposes to explore how strategies of literary reading (understanding unreliable narrators, codes of irony) and how current cognitive science (controlling for confirmation bias) can help us to discern and reframe ""fake news"".",,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Corwin,"Thousand Oaks, CA",,,FAKE NEWS: What English teachers can do about it through the pedagogy of deep critical reading,,,,,,,,,Book,,,,,,[],"[{""id"": 42223, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 42223, ""status"": ""Submitted"", ""term"": ""Summer"", ""year"": 2020, ""termid"": ""2020/01"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 42223, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 2, ""completionorder"": 2}]","['Wilhelm, J. D.', 'Appleman, D.', 'Smith, M. W.']"
42225,111706620,111706620,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,American Reading Company,"King of Prussia, PA",,,A Biography of Frederick Douglass: Fighting for Civil Rights through Literacy,,,,,,,,,Book,,,,,,[],"[{""id"": 42225, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Wilhelm, J. D.']"
42227,111706620,111706620,,2020.0,,,,,,,,,,,,,,,,,"This will be a reader for middle schoolers studying the civil war, exploring the underside of the issues and many stories beyond the big battles and famous generals. It is a herstory of sorts.",,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,American Reading Company,"King of Prussia, PA",,,Civil War Core Reader,,,,,,,,,Book,,,,,,[],"[{""id"": 42227, ""status"": ""In Progress"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 1, ""completionorder"": 1}, {""id"": 42227, ""status"": ""In Progress"", ""term"": ""Summer"", ""year"": 2020, ""termid"": ""2020/01"", ""listingorder"": 1, ""completionorder"": 1}, {""id"": 42227, ""status"": ""In Progress"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 1, ""completionorder"": 1}]","['Wilhelm, J. D.']"
42443,112081355,112081355,,2024.0,,,,,,,,,,,,,,,,,"Manufacturing Catastrophe (Oxford University Press, 2024) explores the origins of industrial growth and decay in the United States through a study of the paradigmatic case of southeastern Massachusetts.  American economic history has long been defined by the classic, waveform narrative of nineteenth-century industrialization, urbanization, and capitalist expansion followed by twentieth-century deindustrialization, globalization, and urban decay.  Manufacturing Catastrophe, however, argues that this foundational mythology is deeply flawed. It shows that industrial Massachusetts did not simply “rise” and “fall,” but was made and re-made over and over again, beset by incessant waves of economic collapse and reconstruction.  Tracing the successive rise and fall of the Massachusetts whaling, textile, garment, electronics, and high-tech industries over the past 200 years, it shows how Massachusetts business, labor, and political leaders repeatedly mobilized the lure of crisis itself—in everything from cheap labor and slashed tax rates to low rents and high manufacturing subsidies—to pull and push both capital and workers across the continents.  Economic catastrophe was skillfully mobilized by business leaders and policymakers to shift the geography of global capitalism to repeatedly rebuild the state's shattered economy. Crisis was, unexpectedly, a critical ingredient in the making of American industrial hegemony.      To that end, Manufacturing Catastrophe suggests that the mad scramble for globally mobile capital—the so-called ""race to the bottom""—is not some unique new problem that affluent nations alone face. As the Massachusetts case shows, it was part and parcel of the global spread of industrial capitalism itself, stretching back to the nineteenth century.  Policymakers often use these tactics of capitalist seduction to ensnare runaway industries and and lure global capital. From the perspective of Massachusetts, these are time-tested tools to foster short-term growth and cannibalize long-term prosperity.",,,,,,,9780197665329,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Oxford University Press,New York,,,"Manufacturing Catastrophe: Massachusetts and the Making of Global Capitalism, 1813 to the Present",,,,,,,,,Book,,,,https://global.oup.com/academic/product/manufacturing-catastrophe-9780197665329?lang=en&cc=us,,[],"[{""id"": 42443, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 42443, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2023, ""termid"": ""2022/03"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 42443, ""status"": ""Submitted"", ""term"": ""Fall"", ""year"": 2022, ""termid"": ""2022/02"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 42443, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 42443, ""status"": ""Submitted"", ""term"": ""Fall"", ""year"": 2021, ""termid"": ""2021/02"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 42443, ""status"": ""In Progress"", ""term"": ""Fall"", ""year"": 2020, ""termid"": ""2020/02"", ""listingorder"": 1, ""completionorder"": 1}]","['Nichols, S. S.']"
42565,111110239,111110239,,2022.0,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Pearson,,,,The Curious Writer,,,,,,,,,Book,,,,https://www.pearson.com/us/higher-education/program/Ballenger-Revel-for-The-Curious-Writer-Access-Card-6th-Edition/PGM100003054030.html,,[],"[{""id"": 42565, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 42565, ""status"": ""In Press"", ""term"": ""Summer"", ""year"": 2020, ""termid"": ""2020/01"", ""listingorder"": 5, ""completionorder"": 5}, {""id"": 42565, ""status"": ""In Progress"", ""term"": ""Summer"", ""year"": 2018, ""termid"": ""2018/01"", ""listingorder"": 1, ""completionorder"": 1}]","['Ballenger, B.', 'Payne, M. M.', 'Myers, K.']"
42653,114048094,114048094,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,,,,,To be determined,,,,,,,,,Book,,,,,,[],"[{""id"": 42653, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 42653, ""status"": ""In Progress"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 1, ""completionorder"": 1}, {""id"": 42653, ""status"": ""In Progress"", ""term"": ""Spring"", ""year"": 2019, ""termid"": ""2018/03"", ""listingorder"": 1, ""completionorder"": 1}]","['Damle, A.']"
42869,113116789,113116789,,2020.0,,,,,,,,,,,,,,,,,,,1st,,,,,,,,,,,,,,,,,,,,,,,Manual,,,,,,,,SUNY PRESS,Albany N.Y.,,,"Postcolonial Lack: Identity, Culture, Surplus",,,,,,,,,Book,,,,,,[],"[{""id"": 42869, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2020, ""termid"": ""2019/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 42869, ""status"": ""In Press"", ""term"": ""Fall"", ""year"": 2019, ""termid"": ""2019/02"", ""listingorder"": 5, ""completionorder"": 5}, {""id"": 42869, ""status"": ""In Press"", ""term"": ""Spring"", ""year"": 2019, ""termid"": ""2018/03"", ""listingorder"": 5, ""completionorder"": 5}]","['Basu Thakur, G.']"
42911,111659427,111659427,,2016.0,,,,,,,,,,,,,,,,,"Injury Recognition and Prevention: Lower & Upper Extremity covers the most common musculoskeletal injuries of the arms, legs and spine. The text is designed to be a reference tool for students and professionals that work with athletes or a physically active population. Each chapter covers a specific anatomical joint area and includes: a brief review of musculoskeletal anatomy, common injury etiology, signs and symptoms for easy recognition, and the most commonly prescribed treatment or rehabilitation plan. Also discussed are preventative measures to avoid sustaining these common injuries. The first unit of the text discusses lower extremity injuries while the second unit of the text discusses upper extremity injuries.",,,,,,,978-1-94474-939-2,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Momentum Press,New York,,, Injury recognition and prevention: Lower and upper extremity,,,,,,,,,Book,,,,,,[],"[{""id"": 42911, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Ludwig EdD, ATC, G. E.', 'Streveler EdD, ATC, M. J.']"
42916,111659427,111659427,,2017.0,,,,,,,,,,,,,,,,,"Introduction to General Medical Conditions explains the most common non-orthopedic maladies seen in the active population. The text is designed to be a reference tool for students and professionals who work with athletes or a physically active population. Each chapter covers a specific body part or system. Also discussed are preventative measures to avoid developing these conditions. Coaches, students in allied health professions, physical education teachers, parents, and athletes will benefit from reading this text.

The first unit of the text gives an introduction to general medicine concepts. It starts by providing an introduction to clinical pathology, common medical procedures, the basics of pharmacology, and lastly, introduces common contagious illnesses.

The second unit of the text discusses body systems and complications that may arise in each system. Common conditions and illnesses of the respiratory, cardiovascular, digestive, urinary, reproductive, neurological, and endocrine systems are introduced. Additionally, the second unit covers dermatological conditions and issues that may arise in the eyes or ears. Each illness and condition in the text provides the associated signs and symptoms, most common treatment plan and recommended preventative measures.",,,,,,, 9781945612923,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Momentum Press ,New York,,,Introduction to General Medical Conditions ,,,,,,,,,Book,,,,,,[],"[{""id"": 42916, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2017, ""termid"": ""2017/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Ludwig EdD, ATC, G. E.', 'Streveler-Lundstrom EdD, ATC, M.']"
42941,114109524,114109524,,2025.0,,,,,,,,,,,,,,,,,,,,,,,,978-0-8142-5945-0,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Ohio State University Press,,,,The Rhetorical Landscapes of Recreational Colonialism,,,,,,,,,Book,,,,https://ohiostatepress.org/books/titles/9780814215876.html,,[],"[{""id"": 42941, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2025, ""termid"": ""2024/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 42941, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2023, ""termid"": ""2022/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 42941, ""status"": ""In Progress"", ""term"": ""Spring"", ""year"": 2021, ""termid"": ""2020/03"", ""listingorder"": 1, ""completionorder"": 1}]","['Boggs, K. G.']"
43101,111259074,111259074,,2018.0,,,,,,,,,,,,,,,,,,,1,,,,,978-0-9990842-9-1,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Mountain Valley Innovations Publishing,"Boise, Idaho",,,Design Thinking and Strategy,,,,,,,,,Book,,,,,,[],"[{""id"": 43101, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Suciu, C.', 'Kaupins, G.']"
43276,111643688,111643688,,2018.0,,,,,,,,,,,,,,,,,Book of poems.,,1,,,,,ISBN-13: 978-1848616448,,,,,,,,,,,,,,,,,,Manual,,,,,,,,Shearsman Books (UK),"Bristol, UK",,,The Fool and the Bee,,,,,,,,,Book,,,,,,[],"[{""id"": 43276, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2018, ""termid"": ""2018/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Corless-Smith, M.']"
