activityid,facultyid,userid,fields__activity_type,fields__actual_projected_year_of_publication_presentation,fields__author,fields__author_editor_of_larger_work,fields__author_s,fields__author_s_editor_s,fields__book_title,fields__chapter_title,fields__co_contributor,fields__co_contributor_s,fields__conference_location,fields__conference_meeting_name,fields__contributor,fields__contributor_s,fields__copyright_patent_number_id,fields__date,fields__date_or_date_range,fields__date_published,fields__description_abstract,fields__doi,fields__edition,fields__if_patent_cooperation_treaty_list_nations,fields__if_patent_has_been_assigned_to_whom,fields__if_patent_has_been_licensed_to_whom,fields__inventor_s,fields__isbn,fields__isbn_issn,fields__isbn_issn_asin,fields__isbn_issn_asin_number,fields__issn,fields__issn_isbn,fields__issue,fields__issue_number,fields__issue_number_edition,fields__journal,fields__location_of_publisher_city_state_country,fields__month,fields__month_season,fields__name_of_conference,fields__name_of_performing_group,fields__name_of_venue,fields__name_of_venue_sponsor,fields__organization_if_applicable,fields__origin,fields__outlet_if_applicable,fields__page_number_or_number_of_pages,fields__page_numbers,fields__page_numbers_of_number_of_pages,fields__page_numbers_or_number_of_pages,fields__patent_nationality,fields__presenter_s,fields__publisher,fields__publisher_location,fields__pubmed_central_id_number,fields__sponsoring_organization,fields__title,fields__title_of_contribution,fields__title_of_contribution_if_applicable,fields__title_of_intellectual_property,fields__title_of_larger_work,fields__title_of_larger_work_if_applicable,fields__title_of_presentation,fields__title_of_review,fields__title_of_work,fields__type,fields__url,fields__venue_sponsor_location_city_state_country,fields__volume,fields__web_address,fields__work_exhibit_title,attachments,status,authors
23877,111113451,111113451,,2007.0,,,,,"To Harvest, To Hunt: Stories of Resource Use in the American West",Lorenzo's Letters:  A Basque Immigrant's Experience in the American West,,,,,,,,,,,"In the words of John Bieter's Basque grandfather the ""rough"" Idaho mountains where he herded sheep were ""bald/sparse but pretty steep in places where [they] worked in summer, totally forested with pines."" Bieter describes the struggles of nomadic immigrant Basque sheepherders with this harsh, semi-arid terrain of mountain valleys, foothills, and cliffs, dependent on public domain grazing lands.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,74-91,,,,,"To Harvest, To Hunt: Stories of Resource Use in the American West", ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/history_facpubs/32,,[],"[{""id"": 23877, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2007, ""termid"": ""2006/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Bieter Jr, J. P.']"
23892,111640423,111640423,,1990.0,,,,,,Oil and Gas Development,,,,,,,,,,,,978-0936488240,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Pacific Research INstitute, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 23892, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 1990, ""termid"": ""1989/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Black, G.', 'Leal, D.']"
23900,111673550,111673550,,2014.0,,Letizia Guglielmo and Lynee Lewis Gailet,,,Contingent Faculty Publishing in Community: Case Studies for Successful Collaborations,“Into Active Voice: Seeking Agency through Collaborative Scholarship.”,,,,,,,,,,,"The marginal status of contingent faculty does not have to be a source of loneliness and dissatisfaction; through collaboration, it can be a source of opportunity and self-empowerment.  This is the story of how we four contingent faculty began collaborating to improve our individual teaching, and from this discovered the support and motivation to expand beyond our day-to-day teaching into the realms of research and publishing. This resulted in a large professional development grant, numerous conference presentations, and published articles.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 23900, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Keith, M.', 'Cox, S.', 'Black, J.', 'Heney, J.']"
23901,111673550,111673550,,2016.0,,"Ross Perkins, Lucy Santos Green, Jen Banas",,,The Flipped College Classroom: Conceptualized and Re-conceptualized,Case Study on a High-Enrollment Freshman Seminar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 23901, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 23901, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2015, ""termid"": ""2015/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Cox, S.', 'Black, J.']"
23936,112054227,112054227,,2013.0,,Culutural Studies in Science Education,,,,Success factors impacting Latina/o persistence in higher education leading to STEM opportunities,,,,,,,,,,,,,,,,,,10.1007/s,,,,,,,,,,,,,,,,,,Other,,,,,,,,, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 23936, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2013, ""termid"": ""2013/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Boothe, D. R.']"
23940,112054227,112054227,,2011.0,,,,,Leadership and Management in English Language Teaching,Instructional Leadership and English Language Teaching Through Problem-Based Learning,,,,,,,,,,,"Change is and will be an ongoing factor linking leadership, teacher education and a wide range of intellectual disciplines. English language teaching provides an overarching opportunity to impact success and serve as a catalyst for the expansion of ideas, technology and innovative accomplishments in the Gulf. As all eyes are on the Gulf and its connection to every country on earth, strong leadership in English language teaching leading to quality educational experiences designed to meet the unique needs of all learners is particularly valuable. Embracing English language learning, new technologies, and initiating change through proactive leadership will lead to relevant and purposeful accomplishments.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Leadership and Management in English Language Teaching, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/cifs_facpubs/22,,[],"[{""id"": 23940, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2011, ""termid"": ""2010/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Boothe, D. R.']"
23941,112054227,112054227,,2004.0,,,,,In te eyes of the beholder: Critical issues for diversity in gifted education,Gender differences in achievement and aptitude test results: Perspectives from the recent literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,179-190,,,,,Prufrock Press,"Waco, Texas USA",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 23941, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2004, ""termid"": ""2004/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Boothe, D. R.', 'Stanley, J.']"
23942,112054227,112054227,,2011.0,,,,,Leadership and management in English language teaching: Perspectives from the Gulf,Instructional leadership and English language teaching through problem-based learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,81-90,,,,,, Dubai,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 23942, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Boothe, D. R.']"
23963,112002659,112002659,,2008.0,,Lisa M. Growette Bostaph & Jonathan Bolen,,,Idaho Victim Assistance Academy Advanced Curriculum,Professionalization of the Discipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Idaho Coalition Against Sexual & Domestic Violence,"Boise, Idaho USA",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 23963, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2008, ""termid"": ""2007/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Bostaph, L. M. G.', 'Jackson, M.']"
23964,112002659,112002659,,2007.0,,Lisa M. Growette Bostaph & Jonathan Cooper,,,Idaho Victim Assistance Academy Basic Curriculum,History of the Victims' Rights Movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Idaho Coalition Against Sexual & Domestic Violence,"Boise, Idaho USA",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 23964, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2007, ""termid"": ""2006/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Bostaph, L. M. G.', 'Cooper, J.']"
23976,112002659,112002659,,2016.0,,"Growette Bostaph, Lisa M. & Swerin, Danielle",,,Victimology: Crime victimization and victim services,Data Sources,,,,,,,,,,,"Solo author, peer-reviewed book chapter in edited volume.",13: 978-1454850960,1st,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Aspen Publishers,"New York, NY",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 23976, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2016, ""termid"": ""2016/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Growette Bostaph, L. M.']"
23977,112002659,112002659,,2016.0,,"Growette Bostaph, Lisa M. & Swerin, Danielle",,,Victimology: Crime victimization and victim services,History of the victims' rights movement,,,,,,,,,,,Co-author of peer reviewed chapter of edited textbook.,13: 978-1454850960,1st,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Aspen Publishers,"New York, NY",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 23977, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2016, ""termid"": ""2016/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Growette Bostaph, L. M.', 'Cooper, J. A.', 'Stroman, C.']"
23978,112002659,112002659,,2016.0,,"Growette Bostaph, Lisa M. & Swerin, Danielle",,,Victimology: Crime victimization and victim services,Professionalization of the discipline,,,,,,,,,,,"Co-authored, peer reviewed book chapter in edited volume.",13: 978-1454850960,1st,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,Aspen Publishers,"New York, NY",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 23978, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2016, ""termid"": ""2016/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Growette Bostaph, L. M.', 'Thorndyke, B.']"
23983,112002659,112002659,,2006.0,,,,,"Women, Law, and Social Control",Current Issues in the Law and Women: What Would a Reasonable Woman Do?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,"Women, Law, and Social Control", ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/crimjust_facpubs/32,,[],"[{""id"": 23983, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2006, ""termid"": ""2005/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Stohr, M. K.', 'Bostaph, L. M. G.']"
24000,111727002,111727002,,2015.0,,Brian Allen Drake,,,"The Blue, the Gray, and the Green: Toward an Environmental History of the Civil War","""Nature as Friction: Integrating Clausewitz into Environmental Histories of the Civil War""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,144-162,,,,,University of Georgia Press, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 24000, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2015, ""termid"": ""2014/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Brady, L. M.']"
24001,111727002,111727002,,2014.0,,Edmund Russell and Sally Fairfax,,,The Guide to U.S. Environmental Policy,"""The Department of Defense and Its Precursors: History, Responsibilities, and Policies (1770-Present)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,243-254,,,,,DWJ Books, ,,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 24001, ""status"": ""Completed/Published"", ""term"": ""Fall"", ""year"": 2014, ""termid"": ""2014/02"", ""listingorder"": 6, ""completionorder"": 6}]","['Brady, L. M.']"
24015,111727002,111727002,,2009.0,,,,,War and the Environment: Military Destruction in the Modern Age,Devouring the Land: Sherman's 1864-65 Campaigns,,,,,,,,,,,"""We have devoured the land,"" wrote William Tecumseh Sherman in a letter to his wife, Ellen, in June of 1864. ""All the people retire before us, and desolation behind. To realize what war is one should follow our tracks.""1 Sherman was reflecting on the damage wrought by the protracted battle between his Union forces and Confederate Gen. Joe Johnston's army for control over Northern Georgia. Neither side had set out to destroy the landscape. The devastation was instead the unavoidable result of armies in motion and one of the inevitable costs of war. Five months later, however, Sherman implemented a strategy, derived from an ancient form of warfare, that shifted devastation from an unintended, haphazard consequence of war into a deliberate and organized weapon of war. Sherman's campaigns through Georgia and the Carolinas from November 1864 to April 1865 focused on destroying the physical, economical, and social landscapes of the region.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,49-67,,,,,Texas A & M University Press, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/history_facpubs/34,,[],"[{""id"": 24015, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2009, ""termid"": ""2008/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Brady, L. M.']"
24016,111727002,111727002,,2019.0,,Mark Hersey and Ted Steinberg,,,A Field on Fire: Perspectives on Environmental History and Its Future Inspired by Donald Worster,"""War, from the Ground Up: Integrating Military and Environmental Histories""",,,,,,,,,,,,978-0-8173-2001-0,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,University of Alabama Press," Tuscaloossa, AL",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 24016, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2019, ""termid"": ""2018/03"", ""listingorder"": 6, ""completionorder"": 6}, {""id"": 24016, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2017, ""termid"": ""2016/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 24016, ""status"": ""Submitted"", ""term"": ""Spring"", ""year"": 2016, ""termid"": ""2015/03"", ""listingorder"": 2, ""completionorder"": 2}, {""id"": 24016, ""status"": ""Submitted"", ""term"": ""Fall"", ""year"": 2015, ""termid"": ""2015/02"", ""listingorder"": 2, ""completionorder"": 2}]","['Brady, L. M.']"
24093,111110070,111110070,,2016.0,,,,,Canadian Studies in the New Millennium,Canadian Environmental Policy,,,,,,,,,,,"This chapter covers several aspects of Canadian environmental policy.  We examine constitutional features such as the internal federal-provincial relationship regarding the environment and the dominance of the provincial policy.  The relationship between Canada and the United States also merits consideration.  The dominance of the United States in its advocacy in environmental protection and Canada’s supportive role and eventual adjustment to the policy priorities of the United States is emphasized.  We then focus on the domestic environmental policy-making process and public opinion about the importance of the environment in relation to other public policy concerns.  Then we highlight the influential international role that Canada has played in creating and supporting multinational environmental agreements.  Finally, we provide some future perspective on environmental policy-making in Canada.",,Second,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,,University of Toronto Press,"Toronto, Ontario Canada",,,,,,,,,,,,Chapter,,,,,,[],"[{""id"": 24093, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2024, ""termid"": ""2023/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 24093, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2023, ""termid"": ""2022/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 24093, ""status"": ""Accepted"", ""term"": ""Spring"", ""year"": 2022, ""termid"": ""2021/03"", ""listingorder"": 4, ""completionorder"": 4}, {""id"": 24093, ""status"": ""Accepted"", ""term"": ""Fall"", ""year"": 2011, ""termid"": ""2011/02"", ""listingorder"": 4, ""completionorder"": 4}]","['Alm, L. R.', 'Burkhart, R. E.']"
24095,111110070,111110070,,2001.0,,,,,,Democracy,,,,,,,,,,,"Defining democracy requires some craft. Modern theorists tend to separate along two main fault lines; procedural and substantive considerations. Procedural considerations include free, competitive, and fair elections as a means of holding the government to account, along with the protection by the state (through an enforced constitution) of certain rights and liberties. Among substantive considerations are socially based value judgments such as equitable income distribution.",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,361-363,,,,,Reader's Guide to the Social Sciences, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/polsci_facpubs/15,,[],"[{""id"": 24095, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2001, ""termid"": ""2000/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Burkhart, R. E.']"
24096,111110070,111110070,,2002.0,,,,,,"Globalization, Regimes, and Development",,,,,,,,,,,"Does globalization lead to a higher quality of life? Or, does it lead to more difficult times? In what ways does globalization have its influences? Is it strictly through economic development, or by way of more broad-based human development? Or, perhaps, in a flavor-of-the-month way, is globalization overrated in its impact, with other political, economic, social, and cultural factors better poised to provide us with a more complete understanding of the global development condition? To find answers to these questions, after a brief introduction and literature summary, I put forth in this chapter a measure of globalization based on an operational definition of it laid out in the opening chapter of this volume. I then subject the measure to statistical test to ascertain more precisely whether or not it is an influential factor in enhancing or retarding development. The focus of the tests will be on explaining, through multivariate modeling, variance in two competing conceptions and measurements of developing: economic (the more traditional approach), and human (a more current view that is quickly gaining adherents) as embodies in the United Nations Development Programme's (UNDP) Human Development Index (HDI).",,,,,,,,,,,,,,,,,,,,,,,,,Other,,,34-55,,,,,Coping with Globalization: Cross-National Patterns in Domestic Governance and Policy Performance, ,,,,,,,,,,,,Chapter,,,,http://scholarworks.boisestate.edu/polsci_facpubs/13,,[],"[{""id"": 24096, ""status"": ""Completed/Published"", ""term"": ""Spring"", ""year"": 2002, ""termid"": ""2001/03"", ""listingorder"": 6, ""completionorder"": 6}]","['Burkhart, R. E.']"
